,Pud Thai Vs Pho,Hungry Jack s,The Comics Lounge,Fat Face Food,Saddles@HQ,McDonalds,Eat & Grab,Coffee Hq,Australian Education Academy Cafe ,Subway Vic Harbour
Cafe Alcaston,0.023195665218652472,0.018363346088558066,0.025096267219525663,0.03194266919392777,0.06358857175856115,0.0009192985944032127,0.007454043236138769,0.00886950539678064,0.04393591936461599,0.03116156154202088
The Naval And Military Club,0.02250132927224495,0.018059538866608223,0.024257118190912447,0.031098431656610755,0.06277512031276962,0.0005208296002921799,0.0082576112909179,0.00803756995406467,0.043134674007544935,0.030373765369677612
Monkey Bar,0.02236437798247938,0.01806171357159764,0.024014988042663627,0.030858058422050676,0.06252983964261523,0.0006767703463342188,0.008503019495939509,0.007793722516940435,0.042889216510127,0.030193274837009145
Bridie OReillys,0.02142079750986479,0.01756112702557124,0.023039048361278607,0.029866783108640913,0.06160910328499595,0.00140836477552667,0.009431073299737218,0.006848091204781843,0.041994189598872335,0.02916609333060819
Basils Deli,0.022003353131365824,0.01807884974618012,0.02336735621051144,0.030214990448211985,0.06187411089053549,0.0012425814320577207,0.009159013778145948,0.007141919597405606,0.042233244055549915,0.02971198459372304
Waiters Restaurant,0.022567797357264337,0.018619899331168182,0.02364838928455115,0.030514213882358622,0.06208280302798007,0.0013944878172864866,0.00897966162754825,0.007413309406790129,0.04241755695715328,0.03022691566079388
The Lyceum Club,0.022293657965602235,0.01779188186959459,0.024237871723326348,0.03106841144595719,0.06278867441368795,0.0002985703386351467,0.00824445334594814,0.008035039593177832,0.043160813611809914,0.03021087370442337
Spring Cafe & Larder,0.023064285193585773,0.01856083987176196,0.024605091520406127,0.03146261074783252,0.06306184276803789,0.00095258775719788,0.00799638066236206,0.008371033222947412,0.043399588798567014,0.03090804076839395
Excello Cafe,0.023064285193585773,0.01856083987176196,0.024605091520406127,0.03146261074783252,0.06306184276803789,0.00095258775719788,0.00799638066236206,0.008371033222947412,0.043399588798567014,0.03090804076839395
Windsor Hotel,0.023112920138914618,0.018962816173873603,0.02416751144027577,0.031041383571426377,0.06255842861327009,0.0014486330403662363,0.008544502572308607,0.007936620925298439,0.042879144256946784,0.030803621897686633
Hard Rock Cafe,0.023112920138914618,0.018962816173873603,0.02416751144027577,0.031041383571426377,0.06255842861327009,0.0014486330403662363,0.008544502572308607,0.007936620925298439,0.042879144256946784,0.030803621897686633
The Blue Train Cafe,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Scusa Mi Restaurant,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Blakes,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Akvavit,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Egusto,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Bistro Vite,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Rhumbas at Southgate,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Saturne,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
P J OBriens Irish Pub,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Simply French,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Red Emperor,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Walters Wine & Food Store,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Walters Wine Bar,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Bon Bons,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
The River Seafood Grill,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Llama Bar,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Miyako,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Mecca,0.013894574979514926,0.008334247016159629,0.022925622337251587,0.028895447921745185,0.06139412313031846,0.009696226192809878,0.01425442244741227,0.010942284318813625,0.04259021239780893,0.023160910535091717
Argus Cafe,0.015330959279108516,0.018877410704462493,0.012202059976811076,0.01894553907773057,0.0509897199993052,0.012339799735830118,0.02030434003652661,0.00446326834839303,0.03159648592599966,0.020237756715368267
A & E Takeaway,0.01600072228625034,0.019972510193263206,0.01138376293761315,0.018202989370503714,0.05010135286784256,0.013065362211313453,0.02106923289968187,0.004945733710965709,0.03064704564918654,0.02039666110015674
Wings 433 Cafe,0.016063215825973063,0.02010143566913404,0.011264794528226965,0.01809080151159317,0.049973670046675495,0.013181064714471561,0.02118749940425457,0.005044952957953648,0.03051424321454375,0.020390637144185014
Yummy Yummy 2,0.0160543048308147,0.020168329004030483,0.01114734447741847,0.01797411981614183,0.04985660095259762,0.01329829119412804,0.021304932943014606,0.005159040254413025,0.03039863290036588,0.020326564882243766
Zanzibar Fine Food And Catering,0.013850381190872535,0.018541483437232335,0.011069419600432078,0.01763232472533701,0.04989275736520269,0.013838623541188907,0.021717488412219172,0.00624223150876437,0.030667788194584954,0.018397931574939134
Tokyo Garden,0.013850381190872535,0.018541483437232335,0.011069419600432078,0.01763232472533701,0.04989275736520269,0.013838623541188907,0.021717488412219172,0.00624223150876437,0.030667788194584954,0.018397931574939134
Arrivederci Aroma,0.015147472473946695,0.020385159438331277,0.009648323446088866,0.016394056314563484,0.04845054947638118,0.014876835639654189,0.022854648035692867,0.006840140748725746,0.029102068117213907,0.01879886704657098
Coopers Inn,0.022037386522943434,0.020183659696012088,0.020629138409615694,0.027543899165703708,0.05877903328388267,0.004853471637962735,0.012442448444205232,0.004682980341354181,0.03906390348564221,0.028784238705186215
Barista Cafe,0.022037386522943434,0.020183659696012088,0.020629138409615694,0.027543899165703708,0.05877903328388267,0.004853471637962735,0.012442448444205232,0.004682980341354181,0.03906390348564221,0.028784238705186215
Ristorante Roberto,0.018074715630798953,0.013760714023581214,0.02243832695830846,0.029023651596408052,0.06126321152629886,0.004305495034549211,0.01076719988743562,0.007362732113877877,0.04190185725069225,0.02640142594438541
The Owl & The Pussycat Bar & Restaurant,0.02158398389925777,0.021202870185306727,0.0184011490618898,0.025325935753434912,0.056354292356806196,0.007272765082272169,0.014933978972358005,0.003323243417389845,0.03662117825380902,0.02760903319235328
Sky High Cafe,0.014488957039265294,0.017184636403436815,0.013651032611900149,0.02026856758462966,0.05247810840836493,0.011229233525068412,0.019078315523676736,0.004114825890497097,0.03317501808311859,0.020226738899210776
Peter Stevens Motorcycles,0.014769433261921922,0.017945522761887937,0.0128988343659732,0.019566960496059507,0.05171830272405223,0.011814614045813602,0.019721644977706725,0.004294766628834589,0.032382051190394896,0.02010514425902444
Duke of Kent Hotel,0.014474458651067447,0.018147893313897177,0.012282840005835951,0.01892548565302265,0.051108495187655326,0.012476118911616284,0.02037641685050362,0.004910043252913662,0.031802924858531235,0.019560722357374632
Cafe 7th Heaven,0.01379776625207978,0.018078401743498982,0.011685747252637135,0.01823962693951352,0.05050861927096198,0.013274710103058276,0.02113311729139313,0.005809343839652952,0.031282396482041924,0.018676001793038962
Red Mug,0.012838607301368939,0.016443229248947963,0.013060917308415592,0.01945102308336696,0.051832402402442974,0.012508621314985369,0.020197834274922933,0.005822176085325063,0.032715137999629405,0.018544180105819073
City Fine Foods,0.013035207388048652,0.016588774410234375,0.013035640030751982,0.019458361923134413,0.05182188541060626,0.012421918078453914,0.020137127388143158,0.0056528002690690105,0.032680482320064146,0.018702233652987003
Little Lonsdale Deli,0.013870828165048216,0.016862496709841863,0.013446630077088859,0.019987804063842908,0.05226998367091191,0.01166029719787511,0.01945043413076995,0.004735244336317724,0.03303241811182691,0.01961634690606656
J 2 J Cafe,0.013870828165048216,0.016862496709841863,0.013446630077088859,0.019987804063842908,0.05226998367091191,0.01166029719787511,0.01945043413076995,0.004735244336317724,0.03303241811182691,0.01961634690606656
The Celtic Club,0.01350993854128552,0.01803281636755105,0.011478516663603092,0.017987073342934503,0.05029059326129885,0.013589131247458835,0.02142743265497427,0.006172650583221633,0.031101198956210857,0.01831156980748781
Roozervelts On Queen,0.013183826389059072,0.017350855137630447,0.012136957832094758,0.018590912299565943,0.05093288037468174,0.013133117559100118,0.020914374005049374,0.005990318819506537,0.031776725963117994,0.018369771819661557
Shamiana,0.012621488901763112,0.016428648420475707,0.012903046966236098,0.01925750018043385,0.05165575414367678,0.012765524724181895,0.02043870368929921,0.0060886249945500594,0.032565927434755275,0.01827282697320663
Marland Cafe,0.008507647271795269,0.014938914693076514,0.01288068166352764,0.0182550722143695,0.0507040559425598,0.016088101888299216,0.023264327779032614,0.010298437525488065,0.03225566680612698,0.014287290835951176
Oz Asia,0.008618405592731181,0.016352488577131438,0.011467558735388036,0.016638837966735653,0.049063413108867374,0.017476693560833426,0.024790624389018887,0.011185859843056669,0.03069795926651362,0.013164975775217613
Great Western Hotel,0.008232546167328544,0.015835329279545066,0.011989154331127499,0.017117618519860274,0.04952353651205127,0.017317060313751503,0.024551980658632844,0.011229764967231834,0.031196965125776327,0.013178439232450666
Cafe Maschera,0.008675147568258502,0.015850172969640395,0.01195536868463908,0.01725569573140407,0.04970030627330614,0.01683265881565864,0.024115630166540263,0.010687132588440847,0.03127528320634269,0.01371019777688564
Stork Hotel,0.017536614030405583,0.02173773199207669,0.010752097552474825,0.01766628710258094,0.04917979774633788,0.013839262006951514,0.02185960920338134,0.005583479998177242,0.029601548409029416,0.021330468075200434
Mezza Cafe,0.01755302627512803,0.021447709801493995,0.011258774134384765,0.018169826793436147,0.04969575178102959,0.013322971941432882,0.021343212219707062,0.005067390335655506,0.03011444154892666,0.021581241635799647
Macs Hotel,0.017852725478404392,0.02124635591462827,0.012056081866491142,0.01896954839189037,0.05044887299981736,0.012568268126109772,0.020584077209400264,0.004322690359260878,0.030845976528501674,0.022181736278743175
Hotel Ibis,0.01808337125410196,0.021651729188453563,0.011766466185952477,0.018687004949501627,0.05008807958790815,0.012933855614253942,0.02094371033233814,0.004704556356473341,0.030469504887372746,0.022226282623281284
Blackjack Fine Foods,0.007338101762839496,0.015226911202781043,0.012672754707453798,0.01757579256825896,0.049902960480382355,0.017649740193108207,0.02473425131277716,0.01186649251550452,0.03172639058030779,0.012688395874777486
Torimatsu Japanese Restaurant,0.007429173150877121,0.015356306692761277,0.012541518057722986,0.017451795968527313,0.04978455388576462,0.01768652944487884,0.024792912065369276,0.011850263276719633,0.03159920281907514,0.012671135363874314
Melbourne Pizza Bar,0.007481023677470457,0.015429142685729095,0.012467645355917894,0.01738207369692662,0.04971796864103052,0.017707549479273034,0.024826099182083144,0.011841671921623189,0.03152764494295191,0.012662093289817785
King Jons,0.007525871745579486,0.015490495297036702,0.012405250266219962,0.017323565699092436,0.049662209619369464,0.01772449019195095,0.02485330416198454,0.011833693853500277,0.03146747802391402,0.012655860994174971
Hanabishi Japanese Restaurant,0.007564729091499435,0.01554574687785405,0.012349412127841873,0.01727053494896122,0.04961141563421797,0.01774183867081926,0.024879633796802927,0.011828929393973129,0.031413123911625186,0.01264844523832979
Melbourne Oyster Bar,0.007967717178967968,0.016064586970608252,0.011819654539428353,0.016780524275020615,0.049145699191986525,0.0178801497237083,0.02510251582783021,0.01176077850245874,0.030906675747465612,0.012626164820466395
European Grill,0.008311324978830041,0.016509943121050166,0.011368137556274858,0.016358851943157386,0.048742251121524506,0.018025710861704052,0.02531475210572766,0.01173859748479682,0.0304712978263396,0.012607515155689855
Golden Age Hotel,0.009374766928829908,0.017820563481423038,0.010041162231594881,0.015129819688275722,0.04756184423606131,0.0185100954873798,0.025973340804370224,0.011773138599440684,0.02919475780778731,0.01264694232433749
Australia Post Coffee Shop,0.021336835039640185,0.0205146476367313,0.018947306967813084,0.025867632136392652,0.05705086976180363,0.0064149641279701705,0.014146919948381553,0.0033144736528819344,0.03733590718524333,0.02764280849320067
RMIT University,0.018992636231083933,0.020477956427848325,0.015066613987873874,0.021980784634540926,0.05336461103673402,0.009697052417530024,0.017679336196607068,0.0017560386479993078,0.03371069261805484,0.024363415048072587
Eats Cafe,0.018992636231083933,0.020477956427848325,0.015066613987873874,0.021980784634540926,0.05336461103673402,0.009697052417530024,0.017679336196607068,0.0017560386479993078,0.03371069261805484,0.024363415048072587
Russells Old Corner Shop Luncheon Room,0.010487707633207775,0.018748530110964834,0.009061921204838988,0.014427773154683032,0.04691192257015919,0.018482300601354744,0.02608619955113013,0.011404794889950085,0.02838060411604792,0.013262985488253654
Cafe Sonnex,0.01043216513182513,0.018681915491436486,0.00912877877495926,0.014488033784500233,0.046971005880480164,0.018451654883104737,0.02604879821017805,0.011392812353777657,0.028444602860261525,0.013253405616051022
New Chatterbox Cafe,0.010354557886763729,0.01858806852225099,0.009222949721767413,0.014573245229192098,0.047054519115738554,0.018408273782436247,0.02599581886600625,0.011375967404486915,0.028534912756554832,0.01324110839125257
Frescatis Fine Food Cafe,0.01074312312595234,0.018262473634764326,0.009580011124119464,0.01523473017414557,0.04773345103393158,0.01743246023719282,0.025054049923233682,0.01037747090777587,0.029068139239343514,0.014176158573424153
Schwobs Swiss,0.010432353911123076,0.018224553537682653,0.009586442994782925,0.015100624607759497,0.04759335908311046,0.017769737141037984,0.025358768889489007,0.01077571039841754,0.029000756404174707,0.01375783281415122
Nicks Spaghetti Bar,0.009593334047264404,0.016850747776761876,0.010967595657372604,0.0164400516291161,0.04892104641092914,0.016942497571055468,0.02438991928942447,0.01037821131976819,0.030377782680062967,0.01396201622481576
Georges On Lonsdale,0.009645873224653928,0.016815263294697014,0.01101008807263195,0.016511142145666204,0.04899505397753719,0.016835781943503374,0.02428650200093864,0.01027372049833948,0.03043671103314262,0.014065728275751897
Cafe Meletti,0.010520390320215024,0.01723737022348113,0.010703177378344812,0.016470290409284615,0.04896942232371387,0.016314310575707622,0.02387437698941731,0.009515735860285948,0.030256581034614816,0.01485416767276688
Zoes Fine Foods,0.010293465799031155,0.0177701094743409,0.01005722840311431,0.01562696420562882,0.048121270022409686,0.017300567599360637,0.024861833029608333,0.01041285261864722,0.029508492861984897,0.014027018472279898
Cii Cafe Bar,0.010344543120989603,0.017750212608300227,0.010085364143629616,0.01568280507125801,0.04817854549942962,0.017209991042631215,0.024775710083932374,0.010317914094604808,0.02955146948953956,0.014119730737612335
Mayas Kitchen,0.010710375524506857,0.01724966494539297,0.010745491757887426,0.016579642635784732,0.04907749525831698,0.016098176024504356,0.02367668949895982,0.009269832607640343,0.030326382639843195,0.015102180541857102
Metropolitan On William Bar & Restaurant,0.010764487813477913,0.017328115266639084,0.01066949744260373,0.016512022802233562,0.04900944228536148,0.016132423193691077,0.023720070292998018,0.009275436436576022,0.03025287439222729,0.015105711999173026
Fancy Fillings Cafe,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Rue Bebelons,0.016721688524994237,0.01788779658701603,0.015418054356088286,0.022207578183436723,0.05413501038056445,0.009060902727229035,0.017043983705544684,0.0016039291410423495,0.03464639749084485,0.022784816676583386
Don Don Japanese Takeaway,0.016721688524994237,0.01788779658701603,0.015418054356088286,0.022207578183436723,0.05413501038056445,0.009060902727229035,0.017043983705544684,0.0016039291410423495,0.03464639749084485,0.022784816676583386
Sahara Kitchen & Bar,0.016597098207980825,0.01757549319679172,0.01567965622735573,0.022451268571260872,0.054417263156689405,0.008832410138212498,0.01679741816148424,0.0017175825588819906,0.03494379032067133,0.022797500509986093
Lonsdale Chinese Restaurant,0.016137829534464933,0.017120896091582672,0.01569501239236567,0.02242622185719532,0.05447169671723306,0.008915470699059893,0.01683556303995429,0.002194176356723033,0.035038539851660035,0.0224457002017014
Coffee Espress,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Shot Tower Pizza & Pasta,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Sanu Cafe,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Bbs Coffee & Croissants,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Le Favourite Coffee Shoppe,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
The Ghost Gum & Emu,0.016054380439064552,0.017936443923437635,0.014468578401564892,0.021229620616121228,0.05322649631218247,0.010056575049932523,0.018019455640441336,0.002482154826866352,0.03378080206719123,0.02185613038760791
Rappas Place,0.007611306693767782,0.016819794434071784,0.011362967014881584,0.015887259385375614,0.048129294283759796,0.019252549747644794,0.0264703215437965,0.013014621841796742,0.03010086893798622,0.011328679024040876
Shell,0.022816545805111655,0.01694502131678217,0.026229203667387093,0.03300104490574367,0.06489615114416547,0.00205913474895766,0.0062631690147350915,0.01014912008758446,0.045317764954479395,0.0312115741760117
Mecure Hotel,0.023133606523138516,0.017310606127246074,0.026333381449402338,0.033121857812305935,0.06496851582966652,0.002011863684182083,0.006127166070624027,0.010208277888044369,0.045371569609272196,0.03148604308357352
The Window Cafe,0.011042484732513937,0.010754861786280288,0.018336080071100894,0.024227873144186902,0.056725742275716924,0.011239161597833728,0.017585991588116894,0.00870701132753025,0.037975854218012306,0.01940058467820938
Cafe Millenuim,0.011375124311480909,0.01084746975178719,0.018453656811347564,0.02439659209818312,0.056895721981133636,0.010905966526702372,0.01727129961650168,0.008487085190964642,0.03810579154195331,0.019718461449883453
Bull And Bear Tavern,0.011649004927343415,0.010858590357895416,0.018627881456693418,0.0246064770749893,0.05710534681234449,0.010629193355904452,0.016982753011019782,0.00836936362370249,0.03828736429023117,0.020007534537265635
Il Valentino,0.011813794521218576,0.01082098794318434,0.018782587394498153,0.02477857696355562,0.05727700506261297,0.010462794086548488,0.016790136124103752,0.00834236013898128,0.03844529237382877,0.020198740199370548
Food Xchange,0.012091797879016012,0.010898004573945446,0.018909079001500777,0.024942931310015175,0.05743946604515643,0.01018469384949091,0.016520049916526433,0.008193018418472243,0.03857727633525501,0.020471364347037817
Grand Mercure Hotel,0.012321083185741337,0.010936063770778468,0.01904687005431488,0.025108786273255454,0.05760314597329112,0.009955722726732622,0.016285196512249276,0.008101973522724445,0.03871814892255447,0.02070728596009938
Connells Tavern,0.01299700577244713,0.011241076009228912,0.019293880372808925,0.025446119510042924,0.057928005906889984,0.009279712435556819,0.015664055808421475,0.0077117777240095,0.03896837878932525,0.021342740082950867
Flinders Fine Foods,0.01299700577244713,0.011241076009228912,0.019293880372808925,0.025446119510042924,0.057928005906889984,0.009279712435556819,0.015664055808421475,0.0077117777240095,0.03896837878932525,0.021342740082950867
McDonalds,0.012983670062012296,0.010839608727364707,0.01969319984972607,0.02581369188780527,0.0583016163960463,0.009315189657166477,0.015517788304073568,0.008100649319385794,0.039367825551524384,0.021468725213602463
Two Way Cafe,0.012990733716887923,0.010740291370695359,0.01979977032102672,0.025913174484164518,0.058402287616163506,0.00931972418642986,0.015474311172228925,0.008197949185692565,0.039474298057486,0.021510205711815767
Buffet Brasserie,0.012473830005603353,0.010597731736555838,0.01951036328621661,0.02556286669651825,0.05805849473338473,0.009825469809192864,0.01599132804357648,0.008381000391482298,0.03918122849119761,0.02099251028762985
Cafe Lorca,0.011036516284887934,0.010433251392040911,0.01865559615800062,0.024524449668347083,0.057020769416737296,0.011240820539824512,0.017469944411138926,0.00895315324815802,0.03829019157132922,0.01951425489164398
Trattoria Italiia,0.011037115926824666,0.010541595300774007,0.018547622983217094,0.024424126918488536,0.05692103162820684,0.011239400421943919,0.017508718021037234,0.00886960843575542,0.038183979630898444,0.019475069164017096
The Overdraft Deli,0.011377726070202243,0.011453900375358666,0.01783026309422228,0.023813206552227698,0.05631164846586701,0.010967600178942273,0.01754833816823395,0.008042794815872504,0.03748890006490432,0.019482333923798698
Alexandra Club,0.020473725365878055,0.016018043756484263,0.023406364371477154,0.030152881700716283,0.06212677430259681,0.0018180745374988005,0.009135531858415322,0.007472180831015703,0.04259703110237464,0.02856287379391283
Schwobs Swiss,0.01987505303777621,0.015361072978739057,0.023251242159994575,0.02995750493966783,0.0620158344247635,0.002463534603223961,0.009424800190645429,0.007494831622831024,0.04252882593667172,0.028053491676404623
Il Solito Posto,0.019524804117326086,0.0153604263675647,0.022708120672050837,0.02941505792023349,0.06147409696831933,0.0027536992049736614,0.009952682090533788,0.006979805721815507,0.04199097181549757,0.027613201953788198
Simons Deli,0.020732106925056074,0.015197066564552542,0.024819087523377588,0.03150619396130731,0.0635946766742887,0.002506941344330792,0.008000981999068294,0.00906922897145998,0.04411470265465496,0.029187885137182488
Bisq Cafeteria,0.019688025214857456,0.01479068390307196,0.0236388067976384,0.03030543415873194,0.062431866072332615,0.0028751466036725727,0.009227853777381894,0.008039925194268499,0.04298162409982512,0.0280266422300416
Icon,0.01925411314507165,0.014517314227514467,0.023294275748887875,0.029941915722928505,0.06209850447165403,0.0032325877780290113,0.009648978058201686,0.007809751755167426,0.042669843712491065,0.027584697953504544
Bite,0.019012993859774202,0.014368330813856257,0.023104842746788576,0.029741362018848732,0.06191445053986875,0.003440206156210509,0.009883517433587643,0.007690662222814905,0.04249824091421766,0.027339166139244496
Bar 145,0.01859676863608999,0.014101959396757756,0.022797917012049567,0.0294131527712097,0.06161562624818118,0.0038160223459071233,0.010279350292912258,0.007521395082469626,0.042222621650808194,0.026920482251728873
Duke of Wellington Hotel,0.01870219750650213,0.01373449078259394,0.023374038222830823,0.029961355372729738,0.06219794674673922,0.003970463632300411,0.009905468934194613,0.00818064044944693,0.042827636676087,0.02717641664705067
Phoenix,0.02062071427384995,0.015112641767590373,0.02473855276889754,0.03142083184475987,0.06351808978938762,0.002568099377955157,0.008103278349428145,0.009011928292129564,0.044043613923023875,0.029077704460491398
Italy 1,0.019275139536484732,0.015122342934797837,0.022611386320099815,0.02930208719703965,0.06139091902310296,0.003007036432904813,0.010108728171727152,0.006967901466716915,0.04192499567252738,0.02738984778686034
Murasaki Japanese Restaurant,0.01867030361371011,0.01401723345799754,0.023003264711854314,0.029612427936432963,0.06182249172137677,0.003811988275303814,0.010121305649480916,0.007736895413702281,0.042433792657602484,0.027040500806485325
Illia Cafe,0.009842063258103419,0.015035031769259478,0.013048417143211618,0.018814556948531295,0.05131215306337591,0.014682690032952682,0.021991422524564957,0.008780810264766039,0.03262167663209937,0.015782247690778916
Cocos Take Away,0.01009296309460404,0.014619610609803907,0.013617557551392783,0.019462431644659065,0.05196154056844074,0.01403054465748468,0.02130425936860528,0.00834710525670464,0.0332236433999765,0.01636823759144128
Law Institute of Victoria,0.0108914642337945,0.014563720167962155,0.01406257985439358,0.020083727592653436,0.05257505293654986,0.013066055334384971,0.020389957327416715,0.007458188140192778,0.033718475323169766,0.01734512504839632
Gypsy Cafe,0.010452713973710616,0.014278252842141523,0.014170523305274385,0.0201004240808172,0.05259845348685216,0.01334533078042196,0.02059340988040898,0.00788563923606435,0.033805510251385056,0.017009052654158613
Mulcahys Fine Food Cafe,0.010378300689983322,0.014281122735850084,0.01413194034267224,0.020045922427841353,0.052544455525926105,0.013432399109925955,0.020675714426700218,0.00796503282704251,0.033762337415259566,0.0169208603008734
Epresso Cafe,0.011804371186310463,0.015644949628877084,0.01330586454945562,0.019509274835964128,0.05196414287222293,0.012954712191563779,0.020489490125456495,0.006719149176130734,0.032980439241032306,0.017759248508043373
Caterinas Cucina E Bar,0.011804371186310463,0.015644949628877084,0.01330586454945562,0.019509274835964128,0.05196414287222293,0.012954712191563779,0.020489490125456495,0.006719149176130734,0.032980439241032306,0.017759248508043373
Cafe Forson,0.011804371186310463,0.015644949628877084,0.01330586454945562,0.019509274835964128,0.05196414287222293,0.012954712191563779,0.020489490125456495,0.006719149176130734,0.032980439241032306,0.017759248508043373
Donatos Licensed Cafe Restaurant,0.010695440550000665,0.014431742385610605,0.014113242101134278,0.020094038730197376,0.05258911308565164,0.013186920511037424,0.020476577098946843,0.007648385755980605,0.0337607414364233,0.017196587966291046
Sushi Deli,0.01252456278422226,0.015035242051849406,0.014597874689346346,0.02090828547517955,0.05333161067953663,0.011511917203823859,0.019010695973487715,0.005787144822394796,0.0342635269552114,0.019029562109743894
For People On The Go Fresh Express,0.01252456278422226,0.015035242051849406,0.014597874689346346,0.02090828547517955,0.05333161067953663,0.011511917203823859,0.019010695973487715,0.005787144822394796,0.0342635269552114,0.019029562109743894
Hardware Lane Cafe & Bar,0.012354029388404304,0.014567732708177563,0.015033439873695638,0.021303877492528406,0.05374368727915313,0.011336114506315135,0.018748162112947185,0.005971899176419677,0.03470367807181208,0.019089917848702776
Best Cafe,0.012315957513291745,0.014409917660053258,0.015193625950881338,0.02145293331419652,0.05389706268588639,0.01126172455047042,0.01864314270041683,0.006027470415297866,0.034864786606961205,0.019131986005882177
Cafe All Angalo,0.012695649516109204,0.015057260476603237,0.014710284611565356,0.021045261479948216,0.05345856117339229,0.011320708547161598,0.018832346248838297,0.005614846618894334,0.0343710587785018,0.01922670266834426
Seoul Restaurant,0.013056694509128873,0.015121839718266371,0.014939000168446027,0.021323231290554155,0.05371358526664058,0.01092937290156287,0.018470125232339846,0.005258678837017461,0.0345863461096606,0.019634212176901342
Italian Groove,0.013266411272396389,0.015178911600432367,0.015055924006318815,0.02146765422224614,0.05384333273181103,0.010716928696408555,0.018277175485957968,0.005055036502405103,0.034693524104068306,0.019861156302053706
